,AccountID,ActiveTime,ActiveTraderID,ActiveUserID,BranchID,BrokerID,BrokerOrderSeq,BusinessUnit,CancelTime,ClearingPartID,ClientID,CombHedgeFlag,CombOffsetFlag,ContingentCondition,CurrencyID,Direction,ExchangeID,ExchangeInstID,ForceCloseReason,FrontID,GTDDate,IPAddress,InsertDate,InsertTime,InstallID,InstrumentID,InvestUnitID,InvestorID,IsAutoSuspend,IsSwapOrder,LimitPrice,MacAddress,MinVolume,NotifySequence,OperatorID,OrderLocalID,OrderPriceType,OrderRef,OrderSource,OrderStatus,OrderSubmitStatus,OrderSysID,OrderType,ParticipantID,ReceiveLocalTime,RelativeOrderSysID,RequestID,SequenceNo,SessionID,SettlementID,StatusMsg,StopPrice,StrategyID,SuspendTime,TimeCondition,TraderID,TradingDay,UpdateTime,UserForceClose,UserID,UserProductInfo,VolumeCondition,VolumeTotal,VolumeTotalOriginal,VolumeTraded,ZCETotalTradedVolume
0,,,,,,9999,168112.0,9999cac,,,9999083829,1,0,1,,0,SHFE,bu1709,0,1.0,,,20170424,10:44:13,1.0,bu1709,,083849,0.0,0.0,2550.0,,1.0,0.0,1601,      158093,2,100000003503,0,a,0,,0,9999,2017-04-24 14:14:32 976699,,0.0,0.0,1230960043.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
1,,,,,,9999,168112.0,9999cac,,,9999083829,1,0,1,,0,SHFE,bu1709,0,1.0,,,20170424,10:44:13,1.0,bu1709,,083849,0.0,0.0,2550.0,,1.0,0.0,1601,      158093,2,100000003503,0,a,0,      151338,0,9999,2017-04-24 14:14:32 977729,,0.0,233426.0,1230960043.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
2,,,,,,9999,168112.0,9999cac,,,9999083829,1,0,1,,0,SHFE,bu1709,0,1.0,,,20170424,10:44:13,1.0,bu1709,,083849,0.0,0.0,2550.0,,1.0,0.0,1601,      158093,2,100000003503,0,0,0,      151338,0,9999,2017-04-24 14:14:32 978710,,0.0,233426.0,1230960043.0,1.0,全部成交报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,0.0,1.0,1.0,0.0
3,,,,,,9999,168118.0,9999cac,,,9999083829,1,0,1,,1,SHFE,bu1706,0,1.0,,,20170424,10:44:13,1.0,bu1706,,083849,0.0,0.0,2458.0,,1.0,0.0,1601,      158099,2,100000003603,0,a,0,,0,9999,2017-04-24 14:14:32 979713,,0.0,0.0,1230960043.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
4,,,,,,9999,168118.0,9999cac,,,9999083829,1,0,1,,1,SHFE,bu1706,0,1.0,,,20170424,10:44:13,1.0,bu1706,,083849,0.0,0.0,2458.0,,1.0,0.0,1601,      158099,2,100000003603,0,a,0,      151342,0,9999,2017-04-24 14:14:32 979713,,0.0,233433.0,1230960043.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
5,,,,,,9999,168118.0,9999cac,,,9999083829,1,0,1,,1,SHFE,bu1706,0,1.0,,,20170424,10:44:13,1.0,bu1706,,083849,0.0,0.0,2458.0,,1.0,0.0,1601,      158099,2,100000003603,0,0,0,      151342,0,9999,2017-04-24 14:14:32 980716,,0.0,233433.0,1230960043.0,1.0,全部成交报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,0.0,1.0,1.0,0.0
6,,,,,,9999,168120.0,9999cac,,,9999083829,1,0,1,,0,SHFE,bu1709,0,1.0,,,20170424,10:44:13,1.0,bu1709,,083849,0.0,0.0,2550.0,,1.0,0.0,1601,      158101,2,100000003703,0,a,0,,0,9999,2017-04-24 14:14:32 980716,,0.0,0.0,1230960043.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
7,,,,,,9999,168120.0,9999cac,,,9999083829,1,0,1,,0,SHFE,bu1709,0,1.0,,,20170424,10:44:14,1.0,bu1709,,083849,0.0,0.0,2550.0,,1.0,0.0,1601,      158101,2,100000003703,0,a,0,      151344,0,9999,2017-04-24 14:14:32 981718,,0.0,233436.0,1230960043.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
8,,,,,,9999,168120.0,9999cac,,,9999083829,1,0,1,,0,SHFE,bu1709,0,1.0,,,20170424,10:44:14,1.0,bu1709,,083849,0.0,0.0,2550.0,,1.0,0.0,1601,      158101,2,100000003703,0,0,0,      151344,0,9999,2017-04-24 14:14:32 981718,,0.0,233436.0,1230960043.0,1.0,全部成交报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,0.0,1.0,1.0,0.0
9,,,,,,9999,168125.0,9999cac,,,9999083829,1,0,1,,1,SHFE,bu1706,0,1.0,,,20170424,10:44:14,1.0,bu1706,,083849,0.0,0.0,2458.0,,1.0,0.0,1601,      158103,2,100000003803,0,a,0,,0,9999,2017-04-24 14:14:33 218954,,0.0,0.0,1230960043.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
10,,,,,,9999,168125.0,9999cac,,,9999083829,1,0,1,,1,SHFE,bu1706,0,1.0,,,20170424,10:44:14,1.0,bu1706,,083849,0.0,0.0,2458.0,,1.0,0.0,1601,      158103,2,100000003803,0,a,0,      151348,0,9999,2017-04-24 14:14:33 219953,,0.0,233439.0,1230960043.0,1.0,报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,1.0,1.0,0.0,0.0
11,,,,,,9999,168125.0,9999cac,,,9999083829,1,0,1,,1,SHFE,bu1706,0,1.0,,,20170424,10:44:14,1.0,bu1706,,083849,0.0,0.0,2458.0,,1.0,0.0,1601,      158103,2,100000003803,0,0,0,      151348,0,9999,2017-04-24 14:14:33 219953,,0.0,233439.0,1230960043.0,1.0,全部成交报单已提交,0.0,03,,3,9999cac,20170424,,0.0,083849,,1,0.0,1.0,1.0,0.0
